  -2.3454000000000002e+00  -7.8180000000000005e-01  -1.5636000000000001e+00
  -3.1272000000000002e+00  -1.5636000000000001e+00   0.0000000000000000e+00
  -3.1272000000000002e+00  -7.8180000000000005e-01   7.8180000000000005e-01
  -2.3454000000000002e+00  -1.5636000000000001e+00   7.8180000000000005e-01
  -2.3454000000000002e+00  -7.8180000000000005e-01   0.0000000000000000e+00
  -3.1272000000000002e+00  -1.5636000000000001e+00   1.5636000000000001e+00
  -3.1272000000000002e+00  -7.8180000000000005e-01   2.3454000000000002e+00
  -2.3454000000000002e+00  -1.5636000000000001e+00   2.3454000000000002e+00
  -2.3454000000000002e+00  -7.8180000000000005e-01   1.5636000000000001e+00
  -3.1272000000000002e+00   0.0000000000000000e+00  -3.1272000000000002e+00
  -3.1272000000000002e+00   7.8180000000000005e-01  -2.3454000000000002e+00
  -2.3454000000000002e+00   0.0000000000000000e+00  -2.3454000000000002e+00
  -2.3454000000000002e+00   7.8180000000000005e-01  -3.1272000000000002e+00
  -3.1272000000000002e+00   0.0000000000000000e+00  -1.5636000000000001e+00
  -3.1272000000000002e+00   7.8180000000000005e-01  -7.8180000000000005e-01
  -2.3454000000000002e+00   0.0000000000000000e+00  -7.8180000000000005e-01
  -2.3454000000000002e+00   7.8180000000000005e-01  -1.5636000000000001e+00
  -3.1272000000000002e+00   0.0000000000000000e+00   0.0000000000000000e+00
  -3.1272000000000002e+00   7.8180000000000005e-01   7.8180000000000005e-01
  -2.3454000000000002e+00   0.0000000000000000e+00   7.8180000000000005e-01
  -2.3454000000000002e+00   7.8180000000000005e-01   0.0000000000000000e+00
  -3.1272000000000002e+00   0.0000000000000000e+00   1.5636000000000001e+00
  -3.1272000000000002e+00   7.8180000000000005e-01   2.3454000000000002e+00
  -2.3454000000000002e+00   0.0000000000000000e+00   2.3454000000000002e+00
  -2.3454000000000002e+00   7.8180000000000005e-01   1.5636000000000001e+00
  -3.1272000000000002e+00   1.5636000000000001e+00  -3.1272000000000002e+00
  -3.1272000000000002e+00   2.3454000000000002e+00  -2.3454000000000002e+00
  -2.3454000000000002e+00   1.5636000000000001e+00  -2.3454000000000002e+00
  -2.3454000000000002e+00   2.3454000000000002e+00  -3.1272000000000002e+00
  -3.1272000000000002e+00   1.5636000000000001e+00  -1.5636000000000001e+00
  -3.1272000000000002e+00   2.3454000000000002e+00  -7.8180000000000005e-01
  -2.3454000000000002e+00   1.5636000000000001e+00  -7.8180000000000005e-01
  -2.3454000000000002e+00   2.3454000000000002e+00  -1.5636000000000001e+00
  -3.1272000000000002e+00   1.5636000000000001e+00   0.0000000000000000e+00
  -3.1272000000000002e+00   2.3454000000000002e+00   7.8180000000000005e-01
  -2.3454000000000002e+00   1.5636000000000001e+00   7.8180000000000005e-01
  -2.3454000000000002e+00   2.3454000000000002e+00   0.0000000000000000e+00
  -3.1272000000000002e+00   1.5636000000000001e+00   1.5636000000000001e+00
  -3.1272000000000002e+00   2.3454000000000002e+00   2.3454000000000002e+00
  -2.3454000000000002e+00   1.5636000000000001e+00   2.3454000000000002e+00
  -2.3454000000000002e+00   2.3454000000000002e+00   1.5636000000000001e+00
  -1.5636000000000001e+00  -3.1272000000000002e+00  -3.1272000000000002e+00
  -1.5636000000000001e+00  -2.3454000000000002e+00  -2.3454000000000002e+00
  -7.8180000000000005e-01  -3.1272000000000002e+00  -2.3454000000000002e+00
  -7.8180000000000005e-01  -2.3454000000000002e+00  -3.1272000000000002e+00
  -1.5636000000000001e+00  -3.1272000000000002e+00  -1.5636000000000001e+00
  -1.5636000000000001e+00  -2.3454000000000002e+00  -7.8180000000000005e-01
  -7.8180000000000005e-01  -3.1272000000000002e+00  -7.8180000000000005e-01
  -7.8180000000000005e-01  -2.3454000000000002e+00  -1.5636000000000001e+00
  -1.5636000000000001e+00  -3.1272000000000002e+00   0.0000000000000000e+00
  -1.5636000000000001e+00  -2.3454000000000002e+00   7.8180000000000005e-01
  -7.8180000000000005e-01  -3.1272000000000002e+00   7.8180000000000005e-01
  -7.8180000000000005e-01  -2.3454000000000002e+00   0.0000000000000000e+00
  -1.5636000000000001e+00  -3.1272000000000002e+00   1.5636000000000001e+00
  -1.5636000000000001e+00  -2.3454000000000002e+00   2.3454000000000002e+00
  -7.8180000000000005e-01  -3.1272000000000002e+00   2.3454000000000002e+00
  -7.8180000000000005e-01  -2.3454000000000002e+00   1.5636000000000001e+00
  -1.5636000000000001e+00  -1.5636000000000001e+00  -3.1272000000000002e+00
  -1.5636000000000001e+00  -7.8180000000000005e-01  -2.3454000000000002e+00
  -7.8180000000000005e-01  -1.5636000000000001e+00  -2.3454000000000002e+00
  -7.8180000000000005e-01  -7.8180000000000005e-01  -3.1272000000000002e+00
  -1.5636000000000001e+00  -1.5636000000000001e+00  -1.5636000000000001e+00
  -1.5636000000000001e+00  -7.8180000000000005e-01  -7.8180000000000005e-01
  -7.8180000000000005e-01  -1.5636000000000001e+00  -7.8180000000000005e-01
  -7.8180000000000005e-01  -7.8180000000000005e-01  -1.5636000000000001e+00
  -1.5636000000000001e+00  -1.5636000000000001e+00   0.0000000000000000e+00
  -1.5636000000000001e+00  -7.8180000000000005e-01   7.8180000000000005e-01
  -7.8180000000000005e-01  -1.5636000000000001e+00   7.8180000000000005e-01
  -7.8180000000000005e-01  -7.8180000000000005e-01   0.0000000000000000e+00
  -1.5636000000000001e+00  -1.5636000000000001e+00   1.5636000000000001e+00
  -1.5636000000000001e+00  -7.8180000000000005e-01   2.3454000000000002e+00
  -7.8180000000000005e-01  -1.5636000000000001e+00   2.3454000000000002e+00
  -7.8180000000000005e-01  -7.8180000000000005e-01   1.5636000000000001e+00
  -1.5636000000000001e+00   0.0000000000000000e+00  -3.1272000000000002e+00
  -1.5636000000000001e+00   7.8180000000000005e-01  -2.3454000000000002e+00
  -7.8180000000000005e-01   0.0000000000000000e+00  -2.3454000000000002e+00
  -7.8180000000000005e-01   7.8180000000000005e-01  -3.1272000000000002e+00
  -1.5636000000000001e+00   0.0000000000000000e+00  -1.5636000000000001e+00
  -1.5636000000000001e+00   7.8180000000000005e-01  -7.8180000000000005e-01
  -7.8180000000000005e-01   0.0000000000000000e+00  -7.8180000000000005e-01
  -7.8180000000000005e-01   7.8180000000000005e-01  -1.5636000000000001e+00
  -1.5636000000000001e+00   0.0000000000000000e+00   0.0000000000000000e+00
  -1.5636000000000001e+00   7.8180000000000005e-01   7.8180000000000005e-01
  -7.8180000000000005e-01   0.0000000000000000e+00   7.8180000000000005e-01
  -7.8180000000000005e-01   7.8180000000000005e-01   0.0000000000000000e+00
  -1.5636000000000001e+00   0.0000000000000000e+00   1.5636000000000001e+00
  -1.5636000000000001e+00   7.8180000000000005e-01   2.3454000000000002e+00
  -7.8180000000000005e-01   0.0000000000000000e+00   2.3454000000000002e+00
  -7.8180000000000005e-01   7.8180000000000005e-01   1.5636000000000001e+00
  -1.5636000000000001e+00   1.5636000000000001e+00  -3.1272000000000002e+00
  -1.5636000000000001e+00   2.3454000000000002e+00  -2.3454000000000002e+00
  -7.8180000000000005e-01   1.5636000000000001e+00  -2.3454000000000002e+00
  -7.8180000000000005e-01   2.3454000000000002e+00  -3.1272000000000002e+00
  -1.5636000000000001e+00   1.5636000000000001e+00  -1.5636000000000001e+00
  -1.5636000000000001e+00   2.3454000000000002e+00  -7.8180000000000005e-01
  -7.8180000000000005e-01   1.5636000000000001e+00  -7.8180000000000005e-01
  -7.8180000000000005e-01   2.3454000000000002e+00  -1.5636000000000001e+00
  -1.5636000000000001e+00   1.5636000000000001e+00   0.0000000000000000e+00
  -1.5636000000000001e+00   2.3454000000000002e+00   7.8180000000000005e-01
  -7.8180000000000005e-01   1.5636000000000001e+00   7.8180000000000005e-01
  -7.8180000000000005e-01   2.3454000000000002e+00   0.0000000000000000e+00
  -1.5636000000000001e+00   1.5636000000000001e+00   1.5636000000000001e+00
  -1.5636000000000001e+00   2.3454000000000002e+00   2.3454000000000002e+00
  -7.8180000000000005e-01   1.5636000000000001e+00   2.3454000000000002e+00
  -7.8180000000000005e-01   2.3454000000000002e+00   1.5636000000000001e+00
   0.0000000000000000e+00  -3.1272000000000002e+00  -3.1272000000000002e+00
   0.0000000000000000e+00  -2.3454000000000002e+00  -2.3454000000000002e+00
   7.8180000000000005e-01  -3.1272000000000002e+00  -2.3454000000000002e+00
   7.8180000000000005e-01  -2.3454000000000002e+00  -3.1272000000000002e+00
   0.0000000000000000e+00  -3.1272000000000002e+00  -1.5636000000000001e+00
   0.0000000000000000e+00  -2.3454000000000002e+00  -7.8180000000000005e-01
   7.8180000000000005e-01  -3.1272000000000002e+00  -7.8180000000000005e-01
   7.8180000000000005e-01  -2.3454000000000002e+00  -1.5636000000000001e+00
   0.0000000000000000e+00  -3.1272000000000002e+00   0.0000000000000000e+00
   0.0000000000000000e+00  -2.3454000000000002e+00   7.8180000000000005e-01
   7.8180000000000005e-01  -3.1272000000000002e+00   7.8180000000000005e-01
   7.8180000000000005e-01  -2.3454000000000002e+00   0.0000000000000000e+00
   0.0000000000000000e+00  -3.1272000000000002e+00   1.5636000000000001e+00
   0.0000000000000000e+00  -2.3454000000000002e+00   2.3454000000000002e+00
   7.8180000000000005e-01  -3.1272000000000002e+00   2.3454000000000002e+00
   7.8180000000000005e-01  -2.3454000000000002e+00   1.5636000000000001e+00
   0.0000000000000000e+00  -1.5636000000000001e+00  -3.1272000000000002e+00
   0.0000000000000000e+00  -7.8180000000000005e-01  -2.3454000000000002e+00
   7.8180000000000005e-01  -1.5636000000000001e+00  -2.3454000000000002e+00
   7.8180000000000005e-01  -7.8180000000000005e-01  -3.1272000000000002e+00
   0.0000000000000000e+00  -1.5636000000000001e+00  -1.5636000000000001e+00
   0.0000000000000000e+00  -7.8180000000000005e-01  -7.8180000000000005e-01
   7.8180000000000005e-01  -1.5636000000000001e+00  -7.8180000000000005e-01
   7.8180000000000005e-01  -7.8180000000000005e-01  -1.5636000000000001e+00
   0.0000000000000000e+00  -1.5636000000000001e+00   0.0000000000000000e+00
   0.0000000000000000e+00  -7.8180000000000005e-01   7.8180000000000005e-01
   7.8180000000000005e-01  -1.5636000000000001e+00   7.8180000000000005e-01
   7.8180000000000005e-01  -7.8180000000000005e-01   0.0000000000000000e+00
   0.0000000000000000e+00  -1.5636000000000001e+00   1.5636000000000001e+00
   0.0000000000000000e+00  -7.8180000000000005e-01   2.3454000000000002e+00
   7.8180000000000005e-01  -1.5636000000000001e+00   2.3454000000000002e+00
   7.8180000000000005e-01  -7.8180000000000005e-01   1.5636000000000001e+00
   0.0000000000000000e+00   0.0000000000000000e+00  -3.1272000000000002e+00
   0.0000000000000000e+00   7.8180000000000005e-01  -2.3454000000000002e+00
   7.8180000000000005e-01   0.0000000000000000e+00  -2.3454000000000002e+00
   7.8180000000000005e-01   7.8180000000000005e-01  -3.1272000000000002e+00
   0.0000000000000000e+00   0.0000000000000000e+00  -1.5636000000000001e+00
   0.0000000000000000e+00   7.8180000000000005e-01  -7.8180000000000005e-01
   7.8180000000000005e-01   0.0000000000000000e+00  -7.8180000000000005e-01
   7.8180000000000005e-01   7.8180000000000005e-01  -1.5636000000000001e+00
   0.0000000000000000e+00   0.0000000000000000e+00   1.5636000000000001e+00
   0.0000000000000000e+00   7.8180000000000005e-01   2.3454000000000002e+00
   7.8180000000000005e-01   0.0000000000000000e+00   2.3454000000000002e+00
   7.8180000000000005e-01   7.8180000000000005e-01   1.5636000000000001e+00
   0.0000000000000000e+00   1.5636000000000001e+00  -3.1272000000000002e+00
   0.0000000000000000e+00   2.3454000000000002e+00  -2.3454000000000002e+00
   7.8180000000000005e-01   1.5636000000000001e+00  -2.3454000000000002e+00
   7.8180000000000005e-01   2.3454000000000002e+00  -3.1272000000000002e+00
   0.0000000000000000e+00   1.5636000000000001e+00  -1.5636000000000001e+00
   0.0000000000000000e+00   2.3454000000000002e+00  -7.8180000000000005e-01
   7.8180000000000005e-01   1.5636000000000001e+00  -7.8180000000000005e-01
   7.8180000000000005e-01   2.3454000000000002e+00  -1.5636000000000001e+00
   0.0000000000000000e+00   1.5636000000000001e+00   0.0000000000000000e+00
   0.0000000000000000e+00   2.3454000000000002e+00   7.8180000000000005e-01
   7.8180000000000005e-01   1.5636000000000001e+00   7.8180000000000005e-01
   7.8180000000000005e-01   2.3454000000000002e+00   0.0000000000000000e+00
   0.0000000000000000e+00   1.5636000000000001e+00   1.5636000000000001e+00
   0.0000000000000000e+00   2.3454000000000002e+00   2.3454000000000002e+00
   7.8180000000000005e-01   1.5636000000000001e+00   2.3454000000000002e+00
   7.8180000000000005e-01   2.3454000000000002e+00   1.5636000000000001e+00
   1.5636000000000001e+00  -3.1272000000000002e+00  -3.1272000000000002e+00
   1.5636000000000001e+00  -2.3454000000000002e+00  -2.3454000000000002e+00
   2.3454000000000002e+00  -3.1272000000000002e+00  -2.3454000000000002e+00
   2.3454000000000002e+00  -2.3454000000000002e+00  -3.1272000000000002e+00
   1.5636000000000001e+00  -3.1272000000000002e+00  -1.5636000000000001e+00
   1.5636000000000001e+00  -2.3454000000000002e+00  -7.8180000000000005e-01
   2.3454000000000002e+00  -3.1272000000000002e+00  -7.8180000000000005e-01
   2.3454000000000002e+00  -2.3454000000000002e+00  -1.5636000000000001e+00
   1.5636000000000001e+00  -3.1272000000000002e+00   0.0000000000000000e+00
   1.5636000000000001e+00  -2.3454000000000002e+00   7.8180000000000005e-01
   2.3454000000000002e+00  -3.1272000000000002e+00   7.8180000000000005e-01
   2.3454000000000002e+00  -2.3454000000000002e+00   0.0000000000000000e+00
   1.5636000000000001e+00  -3.1272000000000002e+00   1.5636000000000001e+00
   1.5636000000000001e+00  -2.3454000000000002e+00   2.3454000000000002e+00
   2.3454000000000002e+00  -3.1272000000000002e+00   2.3454000000000002e+00
   2.3454000000000002e+00  -2.3454000000000002e+00   1.5636000000000001e+00
   1.5636000000000001e+00  -1.5636000000000001e+00  -3.1272000000000002e+00
   1.5636000000000001e+00  -7.8180000000000005e-01  -2.3454000000000002e+00
   2.3454000000000002e+00  -1.5636000000000001e+00  -2.3454000000000002e+00
   2.3454000000000002e+00  -7.8180000000000005e-01  -3.1272000000000002e+00
   1.5636000000000001e+00  -1.5636000000000001e+00  -1.5636000000000001e+00
   1.5636000000000001e+00  -7.8180000000000005e-01  -7.8180000000000005e-01
   2.3454000000000002e+00  -1.5636000000000001e+00  -7.8180000000000005e-01
   2.3454000000000002e+00  -7.8180000000000005e-01  -1.5636000000000001e+00
   1.5636000000000001e+00  -1.5636000000000001e+00   0.0000000000000000e+00
   1.5636000000000001e+00  -7.8180000000000005e-01   7.8180000000000005e-01
   2.3454000000000002e+00  -1.5636000000000001e+00   7.8180000000000005e-01
   2.3454000000000002e+00  -7.8180000000000005e-01   0.0000000000000000e+00
   1.5636000000000001e+00  -1.5636000000000001e+00   1.5636000000000001e+00
   1.5636000000000001e+00  -7.8180000000000005e-01   2.3454000000000002e+00
   2.3454000000000002e+00  -1.5636000000000001e+00   2.3454000000000002e+00
   2.3454000000000002e+00  -7.8180000000000005e-01   1.5636000000000001e+00
   1.5636000000000001e+00   0.0000000000000000e+00  -3.1272000000000002e+00
   1.5636000000000001e+00   7.8180000000000005e-01  -2.3454000000000002e+00
   2.3454000000000002e+00   0.0000000000000000e+00  -2.3454000000000002e+00
   2.3454000000000002e+00   7.8180000000000005e-01  -3.1272000000000002e+00
   1.5636000000000001e+00   0.0000000000000000e+00  -1.5636000000000001e+00
   1.5636000000000001e+00   7.8180000000000005e-01  -7.8180000000000005e-01
   2.3454000000000002e+00   0.0000000000000000e+00  -7.8180000000000005e-01
   2.3454000000000002e+00   7.8180000000000005e-01  -1.5636000000000001e+00
   1.5636000000000001e+00   0.0000000000000000e+00   0.0000000000000000e+00
   1.5636000000000001e+00   7.8180000000000005e-01   7.8180000000000005e-01
   2.3454000000000002e+00   0.0000000000000000e+00   7.8180000000000005e-01
   2.3454000000000002e+00   7.8180000000000005e-01   0.0000000000000000e+00
   1.5636000000000001e+00   0.0000000000000000e+00   1.5636000000000001e+00
   1.5636000000000001e+00   7.8180000000000005e-01   2.3454000000000002e+00
   2.3454000000000002e+00   0.0000000000000000e+00   2.3454000000000002e+00
   2.3454000000000002e+00   7.8180000000000005e-01   1.5636000000000001e+00
   1.5636000000000001e+00   1.5636000000000001e+00  -3.1272000000000002e+00
   1.5636000000000001e+00   2.3454000000000002e+00  -2.3454000000000002e+00
   2.3454000000000002e+00   1.5636000000000001e+00  -2.3454000000000002e+00
   2.3454000000000002e+00   2.3454000000000002e+00  -3.1272000000000002e+00
   1.5636000000000001e+00   1.5636000000000001e+00  -1.5636000000000001e+00
   1.5636000000000001e+00   2.3454000000000002e+00  -7.8180000000000005e-01
   2.3454000000000002e+00   1.5636000000000001e+00  -7.8180000000000005e-01
   2.3454000000000002e+00   2.3454000000000002e+00  -1.5636000000000001e+00
   1.5636000000000001e+00   1.5636000000000001e+00   0.0000000000000000e+00
   1.5636000000000001e+00   2.3454000000000002e+00   7.8180000000000005e-01
   2.3454000000000002e+00   1.5636000000000001e+00   7.8180000000000005e-01
   2.3454000000000002e+00   2.3454000000000002e+00   0.0000000000000000e+00
   1.5636000000000001e+00   1.5636000000000001e+00   1.5636000000000001e+00
   1.5636000000000001e+00   2.3454000000000002e+00   2.3454000000000002e+00
   2.3454000000000002e+00   1.5636000000000001e+00   2.3454000000000002e+00
   2.3454000000000002e+00   2.3454000000000002e+00   1.5636000000000001e+00
